🔴	1.0	🟢	1.0	🟢	0.0	🔴	39.37733333333333	🟢	🔴
🟢	0.0	🔴	0.0	🔴	0.0	🔴	48.345	🟢	🔴
🟢	0.25	🔴	0.0	🔴	0.0	🔴	24.925	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	118.9	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	82.41222222222223	🔴	🔴
🔴	1.0	🟢	0.0	🔴	0.0	🔴	62.52285714285715	🔴	🔴
🔴	0.3333333333333333	🔴	1.0	🟢	0.0	🔴	31.08736842105263	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	145.035	🔴	🔴
🟢	0.0	🔴	0.0	🔴	0.0	🔴	33.233333333333334	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	47.56	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	52.979285714285716	🟡	🔴
🟢	0.25	🔴	1.0	🟢	0.0	🔴	27.35375	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	58.013999999999996	🟡	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	19.688666666666666	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	14.242857142857144	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	15.853333333333333	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	24.723666666666666	🟢	🔴
🟢	0.4	🔴	0.0	🔴	0.0	🔴	48.628888888888895	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	23.6264	🟢	🔴
🟢	0.0	🔴	0.0	🔴	0.0	🔴	58.013999999999996	🟡	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	21.364285714285717	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	33.971428571428575	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	39.03736842105263	🟢	🔴
🔴	1.0	🟢	2.0	🟢	0.5	🟢	48.628888888888895	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	32.81444444444444	🟢	🔴
🟢	0.0	🔴	0.0	🔴	0.0	🔴	72.5175	🔴	🔴
🟢	0.5	🔴	0.0	🔴	0.0	🔴	42.728571428571435	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	33.971428571428575	🟢	🔴
🟡	0.5	🔴	0.0	🔴	0.0	🔴	67.42818181818183	🔴	🔴
🟢	0.6666666666666666	🟡	0.0	🔴	0.0	🔴	36.47166666666667	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	49.221666666666664	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	96.69	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	16.616666666666667	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	29.725	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	82.41222222222223	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	218.83	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	73.8325	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	290.07	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	23.00769230769231	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	47.56	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	92.71375	🔴	🔴
🟢	0.6666666666666666	🟡	0.5	🟡	0.0	🔴	54.7075	🟡	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	42.19	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	145.035	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	23.00769230769231	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	0.0	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	92.71375	🔴	🔴
🟢	1.0	🟢	0.0	🔴	0.0	🔴	48.632222222222225	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	65.63111111111111	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	96.72000000000001	🔴	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	15.743684210526316	🟢	🔴
🔴	0.0	🔴	0.0	🔴	0.0	🔴	0.0	🟢	🔴
🟢	0.0	🔴	0.0	🔴	0.0	🔴	148.352	🔴	🔴
							0.0		
							0.0		
							0.0		
							0.0		
							0.0		
							0.0		
							0.0		
							0.0		
							0.0		
							0.0		
